name,sku,price,stock
"Sony Camera",SKU-003751,8974439,920
"Dell Camera",SKU-003752,8422547,275
"Dell Laptop",SKU-003753,15316727,468
"Samsung Smartphone",SKU-003754,21775901,408
"Apple Monitor",SKU-003755,30838661,864
"HP Smartphone",SKU-003756,37515563,530
"Apple Monitor",SKU-003757,3147751,349
"HP Camera",SKU-003758,7800521,596
"Apple Laptop",SKU-003759,38493303,889
"Dell Laptop",SKU-003760,43521226,974
"Samsung Tablet",SKU-003761,35355807,918
"Sony Camera",SKU-003762,5847343,50
"Sony Camera",SKU-003763,29360841,865
"Sony Laptop",SKU-003764,3332353,163
"HP Laptop",SKU-003765,37776440,899
"Samsung Monitor",SKU-003766,2468295,905
"HP Smartphone",SKU-003767,18809299,688
"Sony Tablet",SKU-003768,44461420,307
"Dell Monitor",SKU-003769,8525344,236
"Samsung Smartphone",SKU-003770,12727032,559
"Dell Laptop",SKU-003771,3235269,322
"Apple Monitor",SKU-003772,47615851,656
"Apple Laptop",SKU-003773,43088823,651
"Sony Tablet",SKU-003774,26914453,42
"Dell Laptop",SKU-003775,39753641,106
"HP Smartphone",SKU-003776,25023783,565
"HP Tablet",SKU-003777,43200227,813
"HP Laptop",SKU-003778,46153320,99
"Dell Laptop",SKU-003779,38055788,623
"Dell Camera",SKU-003780,19389264,512
"HP Camera",SKU-003781,27199117,20
"HP Camera",SKU-003782,16885814,805
"HP Smartphone",SKU-003783,49594949,958
"Sony Camera",SKU-003784,8410121,85
"Sony Laptop",SKU-003785,3333548,366
"Dell Laptop",SKU-003786,48584470,168
"Dell Laptop",SKU-003787,46467448,550
"Apple Camera",SKU-003788,20799498,957
"HP Smartphone",SKU-003789,31384361,988
"HP Monitor",SKU-003790,41084997,81
"Sony Monitor",SKU-003791,47606398,286
"Dell Camera",SKU-003792,21708969,321
"Sony Laptop",SKU-003793,20494796,442
"Dell Camera",SKU-003794,20622055,809
"Samsung Smartphone",SKU-003795,43677663,543
"Dell Tablet",SKU-003796,12575718,13
"Sony Laptop",SKU-003797,47875804,174
"Samsung Tablet",SKU-003798,31565619,45
"Dell Monitor",SKU-003799,27709214,561
"Sony Tablet",SKU-003800,39795949,485
"Apple Laptop",SKU-003801,6907959,99
"Dell Camera",SKU-003802,24775367,964
"Samsung Camera",SKU-003803,39238841,823
"Apple Camera",SKU-003804,20794035,217
"Sony Smartphone",SKU-003805,19762822,515
"Samsung Monitor",SKU-003806,49304507,236
"Samsung Monitor",SKU-003807,47542151,879
"Sony Laptop",SKU-003808,14902928,268
"HP Laptop",SKU-003809,39845715,834
"Samsung Monitor",SKU-003810,22780690,979
"Samsung Laptop",SKU-003811,17404723,960
"Dell Tablet",SKU-003812,40038071,473
"Samsung Tablet",SKU-003813,18573008,496
"Samsung Monitor",SKU-003814,11397761,371
"HP Smartphone",SKU-003815,20288902,217
"Dell Smartphone",SKU-003816,31375030,269
"HP Monitor",SKU-003817,23153904,977
"Sony Smartphone",SKU-003818,44825479,269
"Sony Smartphone",SKU-003819,16063820,222
"HP Laptop",SKU-003820,22393058,687
"HP Smartphone",SKU-003821,21702141,971
"Samsung Camera",SKU-003822,41187588,176
"HP Smartphone",SKU-003823,40749260,940
"Apple Tablet",SKU-003824,18132210,952
"Sony Tablet",SKU-003825,11324658,718
"Dell Tablet",SKU-003826,48652743,199
"HP Laptop",SKU-003827,18155635,787
"Sony Laptop",SKU-003828,14528782,11
"HP Camera",SKU-003829,46766222,535
"Apple Tablet",SKU-003830,46668681,550
"HP Camera",SKU-003831,28299821,900
"Dell Smartphone",SKU-003832,46143815,929
"Samsung Tablet",SKU-003833,34914098,799
"Apple Laptop",SKU-003834,34915272,672
"HP Camera",SKU-003835,16182876,699
"HP Camera",SKU-003836,26422979,275
"Samsung Laptop",SKU-003837,41077940,153
"HP Smartphone",SKU-003838,5372501,947
"Sony Tablet",SKU-003839,9143333,562
"Samsung Laptop",SKU-003840,7999840,31
"HP Monitor",SKU-003841,49998072,311
"Apple Laptop",SKU-003842,17261218,145
"Samsung Camera",SKU-003843,5250171,683
"Apple Smartphone",SKU-003844,3426161,370
"Sony Smartphone",SKU-003845,23654024,139
"Dell Monitor",SKU-003846,40277842,375
"Dell Smartphone",SKU-003847,8844123,432
"HP Monitor",SKU-003848,19001652,587
"Dell Smartphone",SKU-003849,35751026,367
"Samsung Camera",SKU-003850,48943379,1000
"Samsung Smartphone",SKU-003851,10690421,932
"Dell Monitor",SKU-003852,1514219,635
"Apple Smartphone",SKU-003853,42414944,779
"HP Monitor",SKU-003854,8400475,787
"Sony Laptop",SKU-003855,22073666,782
"Sony Smartphone",SKU-003856,39480268,154
"HP Smartphone",SKU-003857,2897946,711
"Sony Tablet",SKU-003858,47114662,55
"Apple Laptop",SKU-003859,20581475,128
"Dell Camera",SKU-003860,2873357,613
"Dell Camera",SKU-003861,39417944,532
"HP Laptop",SKU-003862,31374460,191
"HP Smartphone",SKU-003863,21332774,769
"Sony Monitor",SKU-003864,1659716,882
"Apple Laptop",SKU-003865,42449105,455
"Sony Camera",SKU-003866,26131936,260
"Sony Laptop",SKU-003867,28322092,403
"Apple Laptop",SKU-003868,43595935,815
"Apple Camera",SKU-003869,34544319,612
"Apple Tablet",SKU-003870,46735570,709
"Samsung Camera",SKU-003871,37852549,511
"Sony Monitor",SKU-003872,20501817,621
"Apple Smartphone",SKU-003873,30909464,15
"Dell Laptop",SKU-003874,26077173,132
"Apple Monitor",SKU-003875,7986158,851
"Samsung Smartphone",SKU-003876,4969373,82
"Samsung Tablet",SKU-003877,39774788,106
"Apple Smartphone",SKU-003878,3140795,812
"HP Smartphone",SKU-003879,8748359,743
"Dell Smartphone",SKU-003880,11669069,850
"Samsung Tablet",SKU-003881,45913684,304
"HP Laptop",SKU-003882,38743951,763
"Sony Monitor",SKU-003883,41274942,605
"Sony Smartphone",SKU-003884,37327014,213
"Samsung Tablet",SKU-003885,21109174,848
"Samsung Smartphone",SKU-003886,28444462,102
"Sony Tablet",SKU-003887,1868096,190
"Dell Laptop",SKU-003888,1440929,238
"Sony Tablet",SKU-003889,17026500,582
"Sony Smartphone",SKU-003890,1057725,325
"Sony Laptop",SKU-003891,41661139,940
"HP Tablet",SKU-003892,32867762,489
"Sony Tablet",SKU-003893,44651959,578
"HP Laptop",SKU-003894,29506322,936
"HP Tablet",SKU-003895,36948403,152
"Samsung Tablet",SKU-003896,34943119,567
"Dell Smartphone",SKU-003897,28014467,2
"Sony Laptop",SKU-003898,46447627,510
"Apple Laptop",SKU-003899,32524937,774
"HP Camera",SKU-003900,16017011,893
"Apple Camera",SKU-003901,9840032,264
"Dell Monitor",SKU-003902,21221907,294
"Samsung Camera",SKU-003903,7463327,873
"Samsung Monitor",SKU-003904,20960458,989
"Apple Laptop",SKU-003905,1665620,466
"Dell Tablet",SKU-003906,23709271,790
"Samsung Camera",SKU-003907,14364247,418
"HP Camera",SKU-003908,16801856,879
"Apple Camera",SKU-003909,31942597,814
"HP Camera",SKU-003910,39520197,233
"Sony Tablet",SKU-003911,12381206,991
"Samsung Tablet",SKU-003912,49633697,308
"Samsung Tablet",SKU-003913,45986776,535
"Samsung Tablet",SKU-003914,5801118,660
"Dell Tablet",SKU-003915,30560625,448
"HP Monitor",SKU-003916,8972357,204
"Dell Laptop",SKU-003917,41616235,919
"HP Laptop",SKU-003918,1161354,44
"Sony Monitor",SKU-003919,11415010,415
"Apple Tablet",SKU-003920,15120449,382
"Samsung Camera",SKU-003921,22634740,6
"HP Tablet",SKU-003922,25663323,687
"HP Camera",SKU-003923,14452335,77
"Sony Smartphone",SKU-003924,32802727,871
"Sony Monitor",SKU-003925,5128342,358
"Apple Smartphone",SKU-003926,43234509,640
"Samsung Monitor",SKU-003927,30855468,679
"Samsung Laptop",SKU-003928,8759081,75
"Sony Smartphone",SKU-003929,2198110,823
"Sony Smartphone",SKU-003930,28803908,198
"HP Smartphone",SKU-003931,27815928,7
"Sony Tablet",SKU-003932,18099221,635
"HP Laptop",SKU-003933,41388975,53
"HP Tablet",SKU-003934,49724550,336
"Sony Laptop",SKU-003935,7303271,509
"Dell Laptop",SKU-003936,25500805,512
"Sony Monitor",SKU-003937,7905502,946
"Apple Tablet",SKU-003938,20272340,734
"Sony Camera",SKU-003939,18629282,148
"Apple Tablet",SKU-003940,31417606,797
"Dell Camera",SKU-003941,25530970,721
"Sony Monitor",SKU-003942,7741640,32
"Dell Camera",SKU-003943,19818069,498
"Samsung Smartphone",SKU-003944,25090350,47
"HP Smartphone",SKU-003945,15134512,95
"Dell Monitor",SKU-003946,5901516,573
"Sony Smartphone",SKU-003947,1305685,310
"Dell Camera",SKU-003948,8900404,103
"Sony Camera",SKU-003949,34878839,998
"Apple Monitor",SKU-003950,15560658,548
"HP Camera",SKU-003951,39681171,21
"HP Smartphone",SKU-003952,27246864,929
"Sony Tablet",SKU-003953,26196682,111
"Apple Smartphone",SKU-003954,41135771,64
"Sony Tablet",SKU-003955,1717748,703
"Sony Monitor",SKU-003956,14534185,10
"Dell Smartphone",SKU-003957,45223422,963
"Apple Tablet",SKU-003958,4827167,170
"Dell Monitor",SKU-003959,28774992,390
"Apple Tablet",SKU-003960,18031123,603
"Samsung Laptop",SKU-003961,1396235,268
"Sony Camera",SKU-003962,38603613,18
"Apple Monitor",SKU-003963,18845439,45
"Apple Monitor",SKU-003964,1676212,480
"HP Smartphone",SKU-003965,36407644,568
"Dell Laptop",SKU-003966,28950660,24
"Dell Camera",SKU-003967,40177460,627
"Samsung Smartphone",SKU-003968,4742630,212
"Apple Smartphone",SKU-003969,30467754,254
"Dell Monitor",SKU-003970,3152871,974
"HP Camera",SKU-003971,11886466,81
"HP Monitor",SKU-003972,1764401,793
"Samsung Laptop",SKU-003973,30248072,103
"Sony Smartphone",SKU-003974,22251261,952
"Dell Monitor",SKU-003975,39779818,861
"Apple Camera",SKU-003976,12753731,499
"Sony Monitor",SKU-003977,8643074,137
"Apple Tablet",SKU-003978,41441877,449
"HP Smartphone",SKU-003979,37934515,615
"Sony Smartphone",SKU-003980,20164756,877
"Dell Tablet",SKU-003981,16401098,997
"Dell Camera",SKU-003982,38893277,477
"Apple Tablet",SKU-003983,33348974,447
"Sony Camera",SKU-003984,1093305,287
"Samsung Laptop",SKU-003985,1473956,846
"Sony Tablet",SKU-003986,4414938,207
"HP Monitor",SKU-003987,19496508,43
"Samsung Smartphone",SKU-003988,39790575,16
"Samsung Tablet",SKU-003989,39957532,39
"HP Smartphone",SKU-003990,43922254,550
"Apple Camera",SKU-003991,9019852,491
"Dell Tablet",SKU-003992,27310293,350
"Dell Tablet",SKU-003993,42142519,956
"Sony Smartphone",SKU-003994,20448366,134
"Apple Camera",SKU-003995,13816201,708
"Samsung Laptop",SKU-003996,48253796,235
"Dell Laptop",SKU-003997,20341044,247
"Dell Camera",SKU-003998,8198979,849
"Sony Tablet",SKU-003999,1992760,615
"Samsung Smartphone",SKU-004000,48662441,213
"Apple Laptop",SKU-004001,15517627,75
"Apple Laptop",SKU-004002,26045897,765
"Apple Tablet",SKU-004003,33551552,183
"Dell Smartphone",SKU-004004,5755030,361
"Sony Laptop",SKU-004005,2361378,909
"Samsung Smartphone",SKU-004006,27677813,82
"Apple Laptop",SKU-004007,47850029,729
"Sony Laptop",SKU-004008,48124578,491
"Samsung Tablet",SKU-004009,32227052,324
"Sony Monitor",SKU-004010,36487562,353
"HP Camera",SKU-004011,49086526,692
"Apple Tablet",SKU-004012,10188157,692
"HP Tablet",SKU-004013,5912162,969
"Dell Monitor",SKU-004014,40461533,970
"Apple Monitor",SKU-004015,41231650,464
"Apple Smartphone",SKU-004016,1729333,253
"HP Camera",SKU-004017,30155354,377
"HP Tablet",SKU-004018,22732527,587
"HP Smartphone",SKU-004019,23592919,125
"Sony Laptop",SKU-004020,2285589,885
"HP Tablet",SKU-004021,14535333,774
"Sony Smartphone",SKU-004022,45413056,21
"Apple Tablet",SKU-004023,32872287,520
"Dell Tablet",SKU-004024,47583593,122
"Samsung Camera",SKU-004025,28215309,666
"Apple Camera",SKU-004026,8078505,496
"Samsung Laptop",SKU-004027,28364542,300
"Dell Monitor",SKU-004028,20825737,681
"Sony Tablet",SKU-004029,42599803,285
"Dell Tablet",SKU-004030,8022839,721
"Samsung Laptop",SKU-004031,8944580,517
"HP Smartphone",SKU-004032,43753954,506
"Apple Monitor",SKU-004033,17072942,49
"Samsung Monitor",SKU-004034,40209859,388
"Sony Monitor",SKU-004035,43791289,920
"HP Camera",SKU-004036,33578315,336
"Apple Tablet",SKU-004037,44815392,376
"Apple Smartphone",SKU-004038,41662596,725
"Samsung Camera",SKU-004039,7018472,741
"Sony Tablet",SKU-004040,12933286,306
"Samsung Laptop",SKU-004041,15985019,73
"Apple Monitor",SKU-004042,2073229,794
"HP Monitor",SKU-004043,35988579,599
"Samsung Monitor",SKU-004044,22152021,369
"Samsung Laptop",SKU-004045,47186142,10
"Apple Laptop",SKU-004046,27658095,556
"Dell Camera",SKU-004047,42829395,608
"Samsung Monitor",SKU-004048,37955861,282
"Sony Camera",SKU-004049,11444285,742
"HP Camera",SKU-004050,5699334,362
"Dell Tablet",SKU-004051,19400440,489
"Sony Tablet",SKU-004052,44125569,953
"Samsung Smartphone",SKU-004053,4326867,158
"Dell Tablet",SKU-004054,48377330,478
"Samsung Tablet",SKU-004055,46581694,880
"Apple Monitor",SKU-004056,41356114,395
"Apple Laptop",SKU-004057,19888410,529
"Samsung Tablet",SKU-004058,12284969,54
"Apple Tablet",SKU-004059,43459379,926
"Dell Monitor",SKU-004060,10070581,451
"Dell Smartphone",SKU-004061,15436662,612
"HP Laptop",SKU-004062,2258537,433
"HP Camera",SKU-004063,4919756,474
"Samsung Tablet",SKU-004064,27667832,377
"HP Tablet",SKU-004065,18841687,56
"Dell Laptop",SKU-004066,15486479,564
"Samsung Tablet",SKU-004067,7984078,318
"HP Camera",SKU-004068,4092586,389
"Dell Camera",SKU-004069,1963725,564
"Samsung Camera",SKU-004070,1852906,73
"Sony Smartphone",SKU-004071,45007809,460
"Samsung Laptop",SKU-004072,8340938,21
"Sony Smartphone",SKU-004073,19656222,95
"Samsung Monitor",SKU-004074,35092438,21
"Dell Monitor",SKU-004075,17072751,990
"Dell Camera",SKU-004076,4611903,268
"Dell Smartphone",SKU-004077,31088554,29
"Sony Smartphone",SKU-004078,1634114,378
"Dell Tablet",SKU-004079,40685508,127
"Samsung Tablet",SKU-004080,10386849,647
"Apple Smartphone",SKU-004081,30404759,815
"Sony Camera",SKU-004082,6074423,442
"Samsung Tablet",SKU-004083,37025648,455
"Samsung Camera",SKU-004084,7933704,335
"Sony Monitor",SKU-004085,44825463,366
"Apple Laptop",SKU-004086,47544286,701
"HP Camera",SKU-004087,7810345,286
"Dell Tablet",SKU-004088,11055988,367
"Sony Tablet",SKU-004089,9952384,122
"Sony Monitor",SKU-004090,13345185,926
"Dell Laptop",SKU-004091,15383321,762
"Dell Tablet",SKU-004092,15537884,810
"Samsung Tablet",SKU-004093,17910127,963
"Apple Camera",SKU-004094,6886390,49
"Samsung Laptop",SKU-004095,15607292,409
"Samsung Laptop",SKU-004096,46224354,623
"HP Smartphone",SKU-004097,1948426,31
"HP Smartphone",SKU-004098,17601497,757
"Sony Camera",SKU-004099,4288057,862
"Samsung Tablet",SKU-004100,25219010,87
"Dell Laptop",SKU-004101,38844082,374
"Samsung Laptop",SKU-004102,11097018,953
"Samsung Camera",SKU-004103,42488559,471
"Samsung Camera",SKU-004104,15550079,774
"Sony Camera",SKU-004105,24928092,169
"HP Laptop",SKU-004106,23406078,270
"Samsung Tablet",SKU-004107,14670905,542
"Apple Laptop",SKU-004108,48655525,918
"Apple Smartphone",SKU-004109,23281969,852
"Apple Camera",SKU-004110,2091083,644
"Samsung Smartphone",SKU-004111,11932606,410
"Sony Laptop",SKU-004112,28888911,345
"Samsung Monitor",SKU-004113,43507515,136
"HP Tablet",SKU-004114,25187968,430
"Sony Smartphone",SKU-004115,1373880,616
"Dell Tablet",SKU-004116,45647158,888
"Samsung Smartphone",SKU-004117,42618383,587
"Sony Tablet",SKU-004118,5317229,513
"Samsung Monitor",SKU-004119,13353517,458
"Samsung Tablet",SKU-004120,39524704,733
"Dell Camera",SKU-004121,4166919,360
"HP Tablet",SKU-004122,25855621,914
"HP Laptop",SKU-004123,42591035,118
"Samsung Camera",SKU-004124,6212164,357
"Apple Laptop",SKU-004125,13321590,234
"Samsung Camera",SKU-004126,8533566,708
"Samsung Camera",SKU-004127,26452462,592
"Dell Tablet",SKU-004128,25926735,971
"HP Laptop",SKU-004129,42226298,209
"Dell Camera",SKU-004130,31002195,246
"HP Smartphone",SKU-004131,31754393,735
"Samsung Tablet",SKU-004132,15116084,916
"Samsung Monitor",SKU-004133,17965554,720
"Dell Tablet",SKU-004134,23593298,463
"Dell Laptop",SKU-004135,35393335,445
"Dell Laptop",SKU-004136,40537218,978
"Sony Monitor",SKU-004137,38877099,947
"Apple Camera",SKU-004138,38810868,326
"HP Tablet",SKU-004139,49889714,579
"Apple Camera",SKU-004140,37240287,192
"Dell Monitor",SKU-004141,36507752,992
"Dell Monitor",SKU-004142,25878587,944
"Samsung Camera",SKU-004143,5065444,508
"Dell Monitor",SKU-004144,48159193,578
"Samsung Camera",SKU-004145,40256478,384
"Samsung Camera",SKU-004146,24127945,576
"Samsung Tablet",SKU-004147,41137247,672
"Dell Smartphone",SKU-004148,36803822,290
"Apple Camera",SKU-004149,28901340,806
"Dell Camera",SKU-004150,38583699,230
"Apple Smartphone",SKU-004151,49501937,973
"Sony Laptop",SKU-004152,25653159,46
"Samsung Smartphone",SKU-004153,9580745,535
"Dell Monitor",SKU-004154,48580866,400
"Dell Camera",SKU-004155,41213691,643
"HP Tablet",SKU-004156,30341303,312
"Samsung Laptop",SKU-004157,44024345,605
"Apple Smartphone",SKU-004158,30524309,713
"Apple Tablet",SKU-004159,11955881,925
"Sony Tablet",SKU-004160,4170260,556
"Dell Laptop",SKU-004161,43483060,375
"Dell Smartphone",SKU-004162,13510948,380
"Sony Tablet",SKU-004163,35980930,126
"Sony Tablet",SKU-004164,34741104,50
"HP Smartphone",SKU-004165,9019442,631
"Dell Monitor",SKU-004166,39242615,533
"Dell Smartphone",SKU-004167,13788438,214
"Apple Laptop",SKU-004168,20872366,576
"Sony Laptop",SKU-004169,32286225,366
"Dell Laptop",SKU-004170,29982236,846
"Samsung Tablet",SKU-004171,37311077,466
"Apple Smartphone",SKU-004172,19451483,571
"HP Laptop",SKU-004173,23583663,459
"Apple Camera",SKU-004174,46154308,962
"Sony Laptop",SKU-004175,38782072,668
"Samsung Monitor",SKU-004176,48207952,339
"Dell Camera",SKU-004177,32856791,355
"Sony Smartphone",SKU-004178,49563045,200
"Dell Smartphone",SKU-004179,38917212,534
"Sony Smartphone",SKU-004180,2443091,314
"Samsung Camera",SKU-004181,39196562,968
"Sony Tablet",SKU-004182,32117377,498
"Apple Tablet",SKU-004183,30835912,981
"Samsung Tablet",SKU-004184,13520870,280
"Samsung Smartphone",SKU-004185,42964835,304
"HP Monitor",SKU-004186,17799917,390
"HP Tablet",SKU-004187,11859102,180
"Apple Laptop",SKU-004188,6158475,265
"Samsung Tablet",SKU-004189,44277726,585
"Apple Tablet",SKU-004190,46022076,775
"Samsung Camera",SKU-004191,16822798,100
"Dell Tablet",SKU-004192,32404760,730
"Dell Monitor",SKU-004193,16838761,332
"Dell Laptop",SKU-004194,28104619,673
"Apple Laptop",SKU-004195,34403083,224
"HP Smartphone",SKU-004196,26096511,741
"HP Monitor",SKU-004197,28998297,998
"Samsung Monitor",SKU-004198,31844427,152
"HP Camera",SKU-004199,10621143,566
"Sony Camera",SKU-004200,45232746,897
"HP Camera",SKU-004201,22817428,464
"Sony Laptop",SKU-004202,16568243,522
"Dell Tablet",SKU-004203,3728715,45
"Dell Laptop",SKU-004204,40339339,260
"Apple Tablet",SKU-004205,21357866,491
"Samsung Tablet",SKU-004206,39053994,644
"Dell Monitor",SKU-004207,15631704,956
"Sony Laptop",SKU-004208,41860905,426
"Dell Tablet",SKU-004209,5134808,587
"Samsung Laptop",SKU-004210,33372148,679
"Apple Laptop",SKU-004211,26314259,403
"Sony Tablet",SKU-004212,33992233,374
"Samsung Laptop",SKU-004213,26204609,520
"Dell Monitor",SKU-004214,36859032,109
"Apple Laptop",SKU-004215,16959409,712
"Sony Laptop",SKU-004216,33378758,527
"Apple Monitor",SKU-004217,30328115,163
"Dell Smartphone",SKU-004218,44598761,899
"Apple Monitor",SKU-004219,38616919,641
"Sony Laptop",SKU-004220,25593795,535
"Apple Tablet",SKU-004221,7051120,456
"Apple Monitor",SKU-004222,11897750,457
"Samsung Smartphone",SKU-004223,49622279,643
"Samsung Smartphone",SKU-004224,29832540,421
"Dell Laptop",SKU-004225,12062597,404
"Dell Camera",SKU-004226,20864326,419
"Dell Tablet",SKU-004227,36122242,793
"HP Laptop",SKU-004228,15546931,299
"Samsung Camera",SKU-004229,23876857,146
"Samsung Laptop",SKU-004230,38910189,471
"Apple Laptop",SKU-004231,27228843,697
"Dell Smartphone",SKU-004232,33893395,947
"Apple Laptop",SKU-004233,28400487,994
"HP Camera",SKU-004234,41583752,62
"Apple Monitor",SKU-004235,14053445,374
"Dell Smartphone",SKU-004236,23973730,203
"Samsung Laptop",SKU-004237,17005980,818
"HP Tablet",SKU-004238,27556084,945
"Sony Smartphone",SKU-004239,41187977,863
"Dell Monitor",SKU-004240,37432638,9
"HP Laptop",SKU-004241,47843765,563
"HP Laptop",SKU-004242,2908755,990
"HP Tablet",SKU-004243,17896752,454
"Dell Monitor",SKU-004244,43032899,99
"HP Tablet",SKU-004245,49531214,49
"Apple Monitor",SKU-004246,1736235,875
"Dell Laptop",SKU-004247,20404631,395
"HP Tablet",SKU-004248,26140029,573
"Dell Tablet",SKU-004249,19668294,264
"HP Camera",SKU-004250,41987856,84
"Samsung Tablet",SKU-004251,1530331,392
"Samsung Monitor",SKU-004252,2569072,905
"Samsung Tablet",SKU-004253,48531319,746
"HP Smartphone",SKU-004254,29562442,26
"Sony Tablet",SKU-004255,5529349,116
"Apple Monitor",SKU-004256,49069310,214
"Apple Monitor",SKU-004257,31039452,338
"Sony Tablet",SKU-004258,1572692,604
"HP Monitor",SKU-004259,30074244,461
"Sony Camera",SKU-004260,28693599,388
"Dell Monitor",SKU-004261,1666080,373
"Samsung Smartphone",SKU-004262,16267542,220
"Dell Tablet",SKU-004263,5219922,412
"Samsung Tablet",SKU-004264,15438180,386
"Sony Smartphone",SKU-004265,12474705,512
"HP Tablet",SKU-004266,16703235,576
"Sony Monitor",SKU-004267,17276721,949
"Dell Camera",SKU-004268,15213004,499
"Sony Tablet",SKU-004269,12130605,400
"Sony Tablet",SKU-004270,26870912,408
"HP Laptop",SKU-004271,21838846,492
"Sony Smartphone",SKU-004272,43349216,833
"Apple Monitor",SKU-004273,26289262,735
"Sony Smartphone",SKU-004274,49635398,131
"Samsung Smartphone",SKU-004275,41636420,253
"Dell Monitor",SKU-004276,5117174,810
"Apple Camera",SKU-004277,6200987,809
"Apple Smartphone",SKU-004278,15116609,674
"Dell Monitor",SKU-004279,8141427,201
"Apple Monitor",SKU-004280,10934579,700
"HP Laptop",SKU-004281,21574978,180
"Apple Smartphone",SKU-004282,22998296,507
"Sony Laptop",SKU-004283,23352059,886
"Apple Laptop",SKU-004284,16780297,513
"Apple Camera",SKU-004285,25082258,840
"Samsung Tablet",SKU-004286,12529865,860
"Apple Monitor",SKU-004287,15732559,889
"Samsung Tablet",SKU-004288,27170636,406
"HP Smartphone",SKU-004289,26433877,579
"Apple Monitor",SKU-004290,34548155,458
"Dell Camera",SKU-004291,11480186,288
"Apple Tablet",SKU-004292,28034416,689
"Dell Camera",SKU-004293,40915266,701
"Dell Smartphone",SKU-004294,39690603,450
"Samsung Laptop",SKU-004295,3235195,789
"Sony Laptop",SKU-004296,35995959,456
"Apple Smartphone",SKU-004297,12979235,678
"HP Tablet",SKU-004298,27756213,959
"HP Laptop",SKU-004299,30629901,192
"Apple Laptop",SKU-004300,1313733,419
"Samsung Camera",SKU-004301,39696816,856
"Samsung Monitor",SKU-004302,14897091,931
"Apple Monitor",SKU-004303,28624523,278
"Apple Smartphone",SKU-004304,6025088,145
"Apple Camera",SKU-004305,38985298,29
"HP Laptop",SKU-004306,12778917,462
"Dell Camera",SKU-004307,26129452,834
"HP Camera",SKU-004308,2461542,991
"Dell Smartphone",SKU-004309,37687744,853
"Sony Monitor",SKU-004310,42863504,121
"HP Laptop",SKU-004311,49648989,918
"Dell Smartphone",SKU-004312,27005697,866
"Sony Camera",SKU-004313,25756723,864
"HP Camera",SKU-004314,14085349,739
"HP Laptop",SKU-004315,30010372,630
"Dell Camera",SKU-004316,32771610,125
"Apple Smartphone",SKU-004317,2155696,429
"HP Monitor",SKU-004318,43813052,99
"HP Tablet",SKU-004319,45082501,265
"Samsung Tablet",SKU-004320,40526499,201
"Dell Smartphone",SKU-004321,40570957,451
"Samsung Tablet",SKU-004322,10470737,290
"Dell Tablet",SKU-004323,36270207,898
"Samsung Camera",SKU-004324,47176892,894
"Dell Tablet",SKU-004325,47979346,810
"Sony Laptop",SKU-004326,19186015,674
"Dell Camera",SKU-004327,46349874,130
"Dell Laptop",SKU-004328,14036420,841
"Dell Smartphone",SKU-004329,9451427,723
"Sony Tablet",SKU-004330,41447364,186
"Dell Tablet",SKU-004331,1932834,127
"Dell Camera",SKU-004332,35721251,854
"Apple Smartphone",SKU-004333,27417477,978
"Apple Camera",SKU-004334,9553475,124
"Apple Laptop",SKU-004335,35723987,614
"Samsung Camera",SKU-004336,22041162,356
"Dell Tablet",SKU-004337,27512540,398
"HP Camera",SKU-004338,16692403,224
"Samsung Monitor",SKU-004339,13725861,464
"Apple Camera",SKU-004340,15244098,440
"Dell Tablet",SKU-004341,30498855,78
"Apple Camera",SKU-004342,33731750,205
"Dell Tablet",SKU-004343,43009309,781
"Dell Tablet",SKU-004344,12883620,574
"Apple Monitor",SKU-004345,21770067,899
"Apple Smartphone",SKU-004346,19781901,856
"Dell Smartphone",SKU-004347,19689462,267
"Sony Tablet",SKU-004348,47751260,225
"Samsung Tablet",SKU-004349,31678190,607
"Apple Camera",SKU-004350,14055801,398
"Apple Monitor",SKU-004351,38840555,748
"HP Tablet",SKU-004352,2204436,2
"Apple Camera",SKU-004353,42259060,500
"Sony Camera",SKU-004354,28834392,546
"Apple Camera",SKU-004355,46373028,429
"HP Camera",SKU-004356,31895546,723
"Samsung Monitor",SKU-004357,2875643,230
"Samsung Monitor",SKU-004358,41580954,219
"HP Smartphone",SKU-004359,11131240,956
"Sony Tablet",SKU-004360,28074237,790
"Samsung Tablet",SKU-004361,28990962,869
"HP Monitor",SKU-004362,2886720,561
"Dell Smartphone",SKU-004363,34495903,782
"Dell Camera",SKU-004364,15889863,593
"Dell Monitor",SKU-004365,19387463,562
"Samsung Laptop",SKU-004366,31191583,331
"HP Camera",SKU-004367,18340540,630
"Samsung Laptop",SKU-004368,19916025,903
"Sony Camera",SKU-004369,45888636,539
"Sony Laptop",SKU-004370,45755334,251
"Sony Smartphone",SKU-004371,31946132,277
"HP Smartphone",SKU-004372,39186577,786
"HP Camera",SKU-004373,23308808,438
"HP Camera",SKU-004374,3604570,224
"Sony Monitor",SKU-004375,44267872,795
"Apple Laptop",SKU-004376,48374705,855
"HP Camera",SKU-004377,42536778,510
"Samsung Tablet",SKU-004378,46419971,706
"Apple Tablet",SKU-004379,21185814,185
"Apple Smartphone",SKU-004380,42029021,151
"HP Smartphone",SKU-004381,10605102,153
"Apple Camera",SKU-004382,18744183,733
"Sony Monitor",SKU-004383,21966909,471
"Dell Laptop",SKU-004384,38498940,764
"Apple Laptop",SKU-004385,21240424,24
