name,sku,price,stock
"Dell Tablet",SKU-001250,17463140,919
"HP Camera",SKU-001251,37107540,900
"Dell Camera",SKU-001252,23450398,422
"Dell Laptop",SKU-001253,16281617,602
"Apple Monitor",SKU-001254,29313947,466
"Apple Laptop",SKU-001255,15289014,436
"HP Camera",SKU-001256,37448823,155
"Apple Tablet",SKU-001257,28455912,724
"Dell Camera",SKU-001258,34672787,996
"Apple Tablet",SKU-001259,27262121,993
"Apple Monitor",SKU-001260,29757906,661
"HP Smartphone",SKU-001261,38139138,432
"Apple Tablet",SKU-001262,13752091,238
"Sony Monitor",SKU-001263,44263470,246
"Sony Laptop",SKU-001264,42483703,605
"Apple Monitor",SKU-001265,35170195,389
"Apple Tablet",SKU-001266,36482297,720
"Samsung Monitor",SKU-001267,28271890,928
"HP Smartphone",SKU-001268,15729700,580
"Dell Laptop",SKU-001269,35357877,603
"Samsung Smartphone",SKU-001270,21819977,29
"HP Smartphone",SKU-001271,11749315,916
"Sony Camera",SKU-001272,41656895,610
"Sony Smartphone",SKU-001273,24588171,675
"HP Camera",SKU-001274,30201611,862
"Sony Monitor",SKU-001275,29671768,963
"HP Laptop",SKU-001276,43301424,1000
"Samsung Laptop",SKU-001277,6835132,989
"Samsung Camera",SKU-001278,31085784,211
"Dell Monitor",SKU-001279,35990417,377
"Apple Smartphone",SKU-001280,15216937,267
"Sony Laptop",SKU-001281,33068723,767
"Apple Laptop",SKU-001282,35408733,504
"HP Camera",SKU-001283,14867355,29
"Samsung Smartphone",SKU-001284,12257019,660
"Sony Smartphone",SKU-001285,11363273,390
"Apple Tablet",SKU-001286,4906127,354
"Sony Monitor",SKU-001287,42967392,396
"Sony Camera",SKU-001288,17787488,870
"Apple Monitor",SKU-001289,20359721,309
"Samsung Smartphone",SKU-001290,21460765,29
"HP Tablet",SKU-001291,2695166,237
"Sony Tablet",SKU-001292,39612611,432
"Sony Camera",SKU-001293,6609465,685
"Dell Smartphone",SKU-001294,43481744,767
"Sony Tablet",SKU-001295,15504115,203
"Sony Camera",SKU-001296,29740082,224
"Apple Laptop",SKU-001297,4574358,59
"Samsung Tablet",SKU-001298,4625946,331
"Dell Smartphone",SKU-001299,15477406,469
"Apple Tablet",SKU-001300,7138602,141
"Sony Smartphone",SKU-001301,42364459,593
"HP Laptop",SKU-001302,3831186,679
"Apple Tablet",SKU-001303,7862847,419
"HP Monitor",SKU-001304,24154286,918
"Dell Monitor",SKU-001305,24613312,643
"Dell Laptop",SKU-001306,36842428,923
"Dell Monitor",SKU-001307,3899988,116
"Sony Laptop",SKU-001308,18420320,564
"Apple Camera",SKU-001309,27313975,8
"Dell Tablet",SKU-001310,24240509,700
"Sony Camera",SKU-001311,15448624,343
"Samsung Camera",SKU-001312,3001306,509
"HP Camera",SKU-001313,31894861,26
"Samsung Monitor",SKU-001314,42522190,402
"Sony Monitor",SKU-001315,12987056,7
"Dell Monitor",SKU-001316,21938823,310
"Apple Camera",SKU-001317,27976944,579
"Sony Laptop",SKU-001318,12196261,524
"Sony Laptop",SKU-001319,49046558,362
"Samsung Smartphone",SKU-001320,20184934,618
"HP Smartphone",SKU-001321,40059079,367
"HP Camera",SKU-001322,45575373,743
"Sony Laptop",SKU-001323,10986763,266
"Dell Tablet",SKU-001324,48912000,553
"HP Smartphone",SKU-001325,23145141,550
"Sony Smartphone",SKU-001326,43662329,316
"HP Monitor",SKU-001327,15775446,364
"Sony Monitor",SKU-001328,28103325,65
"Dell Laptop",SKU-001329,26276317,260
"Dell Monitor",SKU-001330,47413030,244
"Dell Camera",SKU-001331,43676111,353
"Dell Camera",SKU-001332,14263830,1000
"HP Camera",SKU-001333,31029269,960
"Dell Laptop",SKU-001334,21239984,50
"Sony Camera",SKU-001335,24146776,423
"Apple Smartphone",SKU-001336,39164140,140
"Apple Smartphone",SKU-001337,43169656,323
"Apple Monitor",SKU-001338,10606066,880
"Sony Smartphone",SKU-001339,37216025,773
"Samsung Monitor",SKU-001340,41513183,385
"Sony Monitor",SKU-001341,36176595,330
"Apple Laptop",SKU-001342,26396059,660
"HP Tablet",SKU-001343,9895140,616
"HP Smartphone",SKU-001344,35196646,423
"Dell Monitor",SKU-001345,24941394,744
"Sony Camera",SKU-001346,4715505,937
"Samsung Laptop",SKU-001347,30436305,564
"Dell Laptop",SKU-001348,11973085,496
"Apple Camera",SKU-001349,3412960,737
"Dell Monitor",SKU-001350,39866352,930
"HP Tablet",SKU-001351,31906055,693
"Apple Monitor",SKU-001352,16408316,577
"Dell Camera",SKU-001353,30889538,484
"Apple Camera",SKU-001354,6006036,989
"HP Laptop",SKU-001355,44251895,763
"Sony Laptop",SKU-001356,35809551,891
"Samsung Camera",SKU-001357,12072047,831
"HP Camera",SKU-001358,21133038,72
"Samsung Smartphone",SKU-001359,6753014,354
"Samsung Monitor",SKU-001360,46657879,890
"Sony Tablet",SKU-001361,30364220,673
"Apple Tablet",SKU-001362,6651512,642
"Apple Laptop",SKU-001363,29917195,916
"Samsung Laptop",SKU-001364,22807190,727
"Sony Laptop",SKU-001365,23775864,633
"Sony Tablet",SKU-001366,12824674,34
"HP Smartphone",SKU-001367,22979113,550
"Samsung Tablet",SKU-001368,44106530,20
"Sony Tablet",SKU-001369,28798952,936
"Apple Laptop",SKU-001370,12970842,324
"HP Tablet",SKU-001371,33298444,315
"Sony Laptop",SKU-001372,26238439,968
"Sony Camera",SKU-001373,1389335,51
"HP Smartphone",SKU-001374,3907945,197
"HP Smartphone",SKU-001375,30061201,216
"Samsung Laptop",SKU-001376,5038281,787
"Sony Camera",SKU-001377,28965914,751
"HP Monitor",SKU-001378,39794860,554
"Dell Laptop",SKU-001379,26697794,139
"Dell Tablet",SKU-001380,35940862,993
"HP Monitor",SKU-001381,19658893,652
"Apple Camera",SKU-001382,1092940,519
"Sony Tablet",SKU-001383,17401992,865
"Samsung Monitor",SKU-001384,15229511,629
"HP Camera",SKU-001385,40809807,939
"Dell Camera",SKU-001386,41354623,869
"Sony Camera",SKU-001387,40423119,974
"HP Laptop",SKU-001388,34114783,477
"HP Camera",SKU-001389,37160765,585
"Apple Smartphone",SKU-001390,38283027,559
"Samsung Laptop",SKU-001391,47275147,174
"Sony Smartphone",SKU-001392,19772649,858
"Samsung Camera",SKU-001393,46324197,279
"HP Camera",SKU-001394,9204436,100
"HP Monitor",SKU-001395,26528638,266
"Samsung Smartphone",SKU-001396,44349106,880
"Apple Smartphone",SKU-001397,12891200,220
"Apple Monitor",SKU-001398,18938752,900
"Apple Tablet",SKU-001399,6717623,843
"Apple Monitor",SKU-001400,11372987,439
"HP Laptop",SKU-001401,2682707,89
"Dell Laptop",SKU-001402,24845807,325
"Apple Tablet",SKU-001403,45371908,174
"Apple Camera",SKU-001404,23627866,690
"Samsung Camera",SKU-001405,30706727,970
"Sony Laptop",SKU-001406,35422343,211
"Dell Monitor",SKU-001407,22501756,586
"Samsung Camera",SKU-001408,26500968,964
"Apple Camera",SKU-001409,40802534,866
"Apple Monitor",SKU-001410,35700276,659
"Samsung Tablet",SKU-001411,49841229,887
"Samsung Laptop",SKU-001412,46436508,631
"Samsung Camera",SKU-001413,27125659,970
"Apple Camera",SKU-001414,22547838,724
"Samsung Smartphone",SKU-001415,17810895,530
"Dell Tablet",SKU-001416,14584207,563
"Dell Monitor",SKU-001417,41627660,813
"Samsung Camera",SKU-001418,22688498,590
"Samsung Camera",SKU-001419,26048539,490
"Samsung Monitor",SKU-001420,33749282,210
"Sony Tablet",SKU-001421,20710475,961
"Dell Camera",SKU-001422,14534914,908
"HP Laptop",SKU-001423,4877729,852
"Samsung Tablet",SKU-001424,43671938,413
"Dell Smartphone",SKU-001425,35308652,551
"HP Smartphone",SKU-001426,16274452,552
"Dell Tablet",SKU-001427,23205121,212
"Apple Tablet",SKU-001428,36300784,848
"Sony Monitor",SKU-001429,19157168,844
"Samsung Camera",SKU-001430,20623770,824
"Apple Camera",SKU-001431,15349849,162
"Dell Smartphone",SKU-001432,23918227,899
"HP Smartphone",SKU-001433,5438257,782
"HP Smartphone",SKU-001434,5079913,183
"Samsung Camera",SKU-001435,12486534,114
"Sony Monitor",SKU-001436,33852011,746
"HP Camera",SKU-001437,39668095,118
"Samsung Monitor",SKU-001438,12969032,733
"Dell Laptop",SKU-001439,37675624,926
"Dell Laptop",SKU-001440,20719052,890
"HP Monitor",SKU-001441,32329286,721
"Samsung Smartphone",SKU-001442,9322579,66
"Apple Laptop",SKU-001443,21132118,500
"Apple Smartphone",SKU-001444,3493327,857
"Dell Smartphone",SKU-001445,35553457,92
"Sony Tablet",SKU-001446,4455940,546
"HP Monitor",SKU-001447,16465989,333
"Sony Tablet",SKU-001448,22062593,125
"Samsung Laptop",SKU-001449,41639034,247
"Dell Monitor",SKU-001450,33964135,1000
"Sony Monitor",SKU-001451,4490879,234
"HP Monitor",SKU-001452,14155669,987
"HP Tablet",SKU-001453,31954500,860
"Sony Smartphone",SKU-001454,30069952,764
"Sony Tablet",SKU-001455,37497330,510
"Sony Monitor",SKU-001456,23882368,217
"Samsung Smartphone",SKU-001457,32795235,611
"Samsung Tablet",SKU-001458,33132288,892
"HP Tablet",SKU-001459,26025862,257
"HP Tablet",SKU-001460,2103005,733
"Samsung Monitor",SKU-001461,45483851,115
"HP Laptop",SKU-001462,21958104,269
"Samsung Monitor",SKU-001463,14588105,554
"HP Monitor",SKU-001464,3686107,697
"Sony Camera",SKU-001465,4427818,886
"HP Camera",SKU-001466,21604227,998
"Dell Camera",SKU-001467,26949866,682
"HP Camera",SKU-001468,40676462,852
"HP Smartphone",SKU-001469,2874140,440
"Sony Tablet",SKU-001470,21671161,122
"Sony Smartphone",SKU-001471,21824017,451
"Dell Tablet",SKU-001472,23698141,795
"Samsung Tablet",SKU-001473,10274962,526
"Dell Smartphone",SKU-001474,29510550,148
"HP Laptop",SKU-001475,6722181,488
"Samsung Laptop",SKU-001476,45310194,626
"HP Smartphone",SKU-001477,25514111,98
"Apple Monitor",SKU-001478,3606531,513
"Apple Smartphone",SKU-001479,35547137,796
"Apple Monitor",SKU-001480,44986103,275
"Apple Laptop",SKU-001481,18844211,284
"Samsung Monitor",SKU-001482,30128808,221
"Dell Monitor",SKU-001483,46242377,525
"HP Monitor",SKU-001484,5203601,164
"Dell Camera",SKU-001485,38557019,438
"Sony Tablet",SKU-001486,22694178,803
"Samsung Tablet",SKU-001487,37254410,299
"HP Tablet",SKU-001488,5423970,247
"Dell Tablet",SKU-001489,20790630,956
"Apple Camera",SKU-001490,20384769,369
"Sony Laptop",SKU-001491,46325894,733
"Apple Laptop",SKU-001492,29830451,209
"HP Smartphone",SKU-001493,44841223,844
"Samsung Laptop",SKU-001494,39951269,613
"Sony Laptop",SKU-001495,5806072,593
"Apple Monitor",SKU-001496,23743394,114
"Sony Monitor",SKU-001497,27910166,435
"Dell Laptop",SKU-001498,44567171,26
"HP Laptop",SKU-001499,23386548,75
"Apple Smartphone",SKU-001500,8063864,284
"Samsung Tablet",SKU-001501,27332014,895
"HP Smartphone",SKU-001502,44134631,395
"Samsung Tablet",SKU-001503,23510366,654
"HP Monitor",SKU-001504,34684086,422
"Apple Laptop",SKU-001505,30623009,546
"Apple Laptop",SKU-001506,16866683,607
"Sony Monitor",SKU-001507,39480754,747
"Samsung Smartphone",SKU-001508,33750564,100
"Apple Tablet",SKU-001509,19497199,608
"Apple Tablet",SKU-001510,11399687,750
"Apple Laptop",SKU-001511,36658864,446
"Sony Camera",SKU-001512,15461668,83
"Samsung Laptop",SKU-001513,29839118,393
"Sony Smartphone",SKU-001514,48791361,600
"HP Laptop",SKU-001515,43786094,392
"Sony Camera",SKU-001516,36875346,587
"Samsung Smartphone",SKU-001517,6228252,554
"Apple Camera",SKU-001518,46452889,850
"HP Tablet",SKU-001519,42192559,65
"Sony Monitor",SKU-001520,34770384,124
"Apple Camera",SKU-001521,46351821,41
"Samsung Smartphone",SKU-001522,33536283,974
"Sony Smartphone",SKU-001523,8685505,986
"Sony Smartphone",SKU-001524,47859848,645
"Sony Tablet",SKU-001525,39726374,813
"HP Tablet",SKU-001526,35532134,192
"Dell Tablet",SKU-001527,45075176,110
"Samsung Camera",SKU-001528,41556783,588
"Samsung Smartphone",SKU-001529,24501955,207
"HP Camera",SKU-001530,18765322,914
"Samsung Smartphone",SKU-001531,5133483,400
"HP Laptop",SKU-001532,46660268,44
"Sony Tablet",SKU-001533,43214563,167
"Dell Laptop",SKU-001534,12457236,387
"HP Laptop",SKU-001535,1760041,272
"Dell Smartphone",SKU-001536,16201950,499
"HP Laptop",SKU-001537,6806324,397
"HP Laptop",SKU-001538,30865596,646
"Dell Smartphone",SKU-001539,28963512,8
"Apple Tablet",SKU-001540,19413717,771
"Sony Camera",SKU-001541,21508054,170
"Sony Tablet",SKU-001542,13111430,622
"Dell Camera",SKU-001543,1882055,401
"Samsung Laptop",SKU-001544,47887097,309
"Samsung Smartphone",SKU-001545,16834667,603
"HP Tablet",SKU-001546,19634733,885
"Samsung Tablet",SKU-001547,11394974,404
"HP Laptop",SKU-001548,45300598,221
"Dell Laptop",SKU-001549,23059496,116
"HP Camera",SKU-001550,11544399,655
"Samsung Laptop",SKU-001551,30531748,859
"HP Smartphone",SKU-001552,31675231,369
"Apple Laptop",SKU-001553,31477761,499
"Apple Tablet",SKU-001554,38030979,73
"Sony Laptop",SKU-001555,16680620,73
"Dell Camera",SKU-001556,34154878,402
"Sony Tablet",SKU-001557,35901342,458
"Samsung Smartphone",SKU-001558,35104142,371
"Dell Smartphone",SKU-001559,25872117,715
"HP Tablet",SKU-001560,47492807,858
"HP Monitor",SKU-001561,9532563,287
"Apple Monitor",SKU-001562,19315368,925
"Dell Camera",SKU-001563,43974178,944
"HP Laptop",SKU-001564,8417397,758
"Sony Smartphone",SKU-001565,47977777,88
"HP Tablet",SKU-001566,5348342,358
"HP Laptop",SKU-001567,24173639,374
"Sony Monitor",SKU-001568,34047353,922
"Samsung Camera",SKU-001569,33794709,66
"HP Monitor",SKU-001570,10868548,732
"Sony Tablet",SKU-001571,33167800,786
"Dell Smartphone",SKU-001572,31364672,3
"Samsung Tablet",SKU-001573,38040930,964
"Dell Monitor",SKU-001574,39878907,586
"Dell Camera",SKU-001575,29352467,607
"Dell Tablet",SKU-001576,25674993,106
"Apple Camera",SKU-001577,40502550,888
"Samsung Smartphone",SKU-001578,22051793,366
"Samsung Monitor",SKU-001579,35180360,835
"Sony Tablet",SKU-001580,39712860,780
"Sony Smartphone",SKU-001581,17518959,589
"HP Monitor",SKU-001582,34532355,424
"Apple Monitor",SKU-001583,32375482,146
"Samsung Tablet",SKU-001584,37489971,179
"Apple Camera",SKU-001585,21900289,156
"Dell Camera",SKU-001586,40069788,847
"Dell Laptop",SKU-001587,10867955,82
"HP Tablet",SKU-001588,17970762,79
"Sony Smartphone",SKU-001589,22373332,518
"Apple Laptop",SKU-001590,14174012,630
"HP Monitor",SKU-001591,9799317,448
"Dell Laptop",SKU-001592,47804649,6
"Apple Smartphone",SKU-001593,34204079,961
"Samsung Monitor",SKU-001594,23421313,525
"HP Tablet",SKU-001595,7806072,945
"HP Tablet",SKU-001596,29600132,415
"Apple Tablet",SKU-001597,1001877,661
"Sony Camera",SKU-001598,9851356,389
"Apple Smartphone",SKU-001599,31970181,814
"Apple Laptop",SKU-001600,20575164,317
"Sony Monitor",SKU-001601,43698349,330
"Apple Camera",SKU-001602,35906208,647
"Apple Camera",SKU-001603,9355937,928
"Dell Monitor",SKU-001604,31641214,267
"Samsung Smartphone",SKU-001605,31868272,174
"Sony Tablet",SKU-001606,46614334,874
"HP Camera",SKU-001607,15776111,741
"Samsung Smartphone",SKU-001608,42129913,354
"Sony Smartphone",SKU-001609,34094079,976
"Dell Laptop",SKU-001610,34170998,337
"Sony Tablet",SKU-001611,7892360,321
"Samsung Smartphone",SKU-001612,28759537,674
"HP Laptop",SKU-001613,9380517,364
"Sony Monitor",SKU-001614,29210654,856
"Dell Smartphone",SKU-001615,17043310,792
"Samsung Laptop",SKU-001616,49543264,952
"Samsung Laptop",SKU-001617,47717203,605
"Apple Monitor",SKU-001618,20313604,488
"Sony Laptop",SKU-001619,42016695,930
"Sony Smartphone",SKU-001620,3099397,933
"Sony Tablet",SKU-001621,26554130,124
"Apple Laptop",SKU-001622,2335142,9
"Apple Smartphone",SKU-001623,24936017,569
"HP Tablet",SKU-001624,44243144,67
"HP Smartphone",SKU-001625,33266882,319
"HP Monitor",SKU-001626,3473731,684
"Samsung Monitor",SKU-001627,35502140,214
"Dell Laptop",SKU-001628,21136583,371
"Samsung Monitor",SKU-001629,28778303,448
"Dell Camera",SKU-001630,6763138,904
"Sony Camera",SKU-001631,33612740,523
"Dell Laptop",SKU-001632,15644635,850
"HP Monitor",SKU-001633,40161042,397
"HP Laptop",SKU-001634,46506162,668
"Sony Tablet",SKU-001635,13752226,532
"HP Laptop",SKU-001636,28573181,866
"Apple Camera",SKU-001637,36234281,747
"Sony Tablet",SKU-001638,32475687,770
"HP Tablet",SKU-001639,49817614,920
"Samsung Camera",SKU-001640,15104672,945
"Dell Camera",SKU-001641,30457348,421
"Apple Monitor",SKU-001642,14599550,532
"Dell Smartphone",SKU-001643,16756420,956
"Samsung Camera",SKU-001644,3502580,402
"Apple Monitor",SKU-001645,13841820,766
"Sony Monitor",SKU-001646,9947216,218
"Sony Smartphone",SKU-001647,13630421,603
"HP Monitor",SKU-001648,8894365,634
"HP Tablet",SKU-001649,3480177,469
"Sony Tablet",SKU-001650,49144566,712
"Sony Camera",SKU-001651,29750794,561
"Apple Tablet",SKU-001652,47932515,59
"Dell Tablet",SKU-001653,15881204,728
"HP Smartphone",SKU-001654,32454089,759
"Sony Tablet",SKU-001655,27681463,229
"Dell Tablet",SKU-001656,49030276,133
"Apple Laptop",SKU-001657,18710116,892
"Dell Laptop",SKU-001658,5523269,925
"Sony Smartphone",SKU-001659,9727494,72
"Sony Tablet",SKU-001660,7053237,297
"Sony Tablet",SKU-001661,47211547,895
"Samsung Tablet",SKU-001662,16686737,454
"Dell Camera",SKU-001663,46983730,409
"Dell Laptop",SKU-001664,42025220,335
"Samsung Monitor",SKU-001665,16468282,457
"Sony Camera",SKU-001666,13265560,506
"Dell Laptop",SKU-001667,1883799,835
"Samsung Smartphone",SKU-001668,28138507,242
"Apple Tablet",SKU-001669,43583033,222
"Apple Camera",SKU-001670,38376117,913
"Sony Monitor",SKU-001671,1511839,326
"HP Monitor",SKU-001672,20728577,936
"HP Laptop",SKU-001673,40671855,450
"Dell Tablet",SKU-001674,17632621,520
"Dell Smartphone",SKU-001675,42668917,64
"HP Smartphone",SKU-001676,1449611,906
"HP Smartphone",SKU-001677,5476929,254
"HP Laptop",SKU-001678,3174647,549
"Dell Tablet",SKU-001679,42718685,549
"HP Smartphone",SKU-001680,36342713,28
"Sony Camera",SKU-001681,15375194,715
"Apple Smartphone",SKU-001682,14238119,279
"Apple Laptop",SKU-001683,8904576,957
"Samsung Tablet",SKU-001684,11114365,930
"Apple Tablet",SKU-001685,9627896,928
"Apple Smartphone",SKU-001686,2580887,35
"HP Camera",SKU-001687,46291428,772
"Dell Tablet",SKU-001688,43648915,513
"Sony Smartphone",SKU-001689,11751687,869
"HP Monitor",SKU-001690,16516019,156
"Sony Smartphone",SKU-001691,48380609,605
"Dell Tablet",SKU-001692,15407519,390
"Apple Smartphone",SKU-001693,44559462,163
"Apple Camera",SKU-001694,13871042,207
"Dell Tablet",SKU-001695,1930591,520
"Apple Smartphone",SKU-001696,10261867,75
"Sony Camera",SKU-001697,28407141,241
"Dell Laptop",SKU-001698,38148997,744
"Sony Camera",SKU-001699,49007715,800
"Dell Monitor",SKU-001700,5859558,214
"Dell Camera",SKU-001701,43503598,682
"Sony Camera",SKU-001702,20925826,595
"HP Laptop",SKU-001703,42902240,318
"Dell Camera",SKU-001704,36028853,317
"Sony Smartphone",SKU-001705,7114377,609
"Sony Smartphone",SKU-001706,31571787,347
"Apple Smartphone",SKU-001707,17794190,635
"Dell Tablet",SKU-001708,43307899,818
"Dell Camera",SKU-001709,32224961,300
"Apple Laptop",SKU-001710,36998025,106
"Samsung Monitor",SKU-001711,41340974,799
"Apple Monitor",SKU-001712,30145438,527
"Samsung Laptop",SKU-001713,44661134,669
"Sony Tablet",SKU-001714,18563193,79
"Dell Camera",SKU-001715,40685392,72
"Sony Camera",SKU-001716,8631980,30
"Sony Laptop",SKU-001717,4029156,0
"HP Smartphone",SKU-001718,42272490,159
"Dell Laptop",SKU-001719,15604829,723
"Apple Laptop",SKU-001720,5105192,745
"Apple Tablet",SKU-001721,7553700,567
"Apple Laptop",SKU-001722,16952192,266
"Apple Smartphone",SKU-001723,2307159,897
"Samsung Smartphone",SKU-001724,12993457,235
"HP Laptop",SKU-001725,9439906,732
"Apple Monitor",SKU-001726,33338513,900
"Dell Smartphone",SKU-001727,28795878,958
"Sony Smartphone",SKU-001728,2882381,848
"Apple Tablet",SKU-001729,35652353,782
"HP Laptop",SKU-001730,35624841,72
"HP Laptop",SKU-001731,32570463,906
"Apple Monitor",SKU-001732,7689169,743
"Samsung Laptop",SKU-001733,14863656,338
"HP Smartphone",SKU-001734,28232762,942
"Sony Tablet",SKU-001735,21301219,368
"HP Tablet",SKU-001736,4408604,456
"HP Laptop",SKU-001737,10775842,638
"Sony Laptop",SKU-001738,11145432,838
"HP Camera",SKU-001739,32461693,674
"Apple Monitor",SKU-001740,46847928,767
"Sony Monitor",SKU-001741,27045891,109
"Apple Laptop",SKU-001742,25388468,459
"HP Monitor",SKU-001743,35635796,655
"Samsung Camera",SKU-001744,42995350,530
"Dell Tablet",SKU-001745,38432493,681
"Samsung Tablet",SKU-001746,10962156,686
"Apple Tablet",SKU-001747,34015685,395
"Samsung Laptop",SKU-001748,41089616,109
"Apple Tablet",SKU-001749,44740849,705
"Apple Tablet",SKU-001750,36268878,233
"Apple Laptop",SKU-001751,36638197,388
"Samsung Tablet",SKU-001752,28820921,225
"HP Laptop",SKU-001753,17227951,832
"HP Tablet",SKU-001754,17381099,98
"HP Camera",SKU-001755,37775979,371
"HP Smartphone",SKU-001756,45887356,250
"Samsung Tablet",SKU-001757,38426148,997
"Samsung Monitor",SKU-001758,3278533,947
"HP Camera",SKU-001759,5455195,154
"Apple Camera",SKU-001760,7135158,320
"Samsung Tablet",SKU-001761,1727180,990
"Sony Camera",SKU-001762,45076128,254
"Dell Laptop",SKU-001763,31064644,966
"Dell Laptop",SKU-001764,21170832,63
"Dell Laptop",SKU-001765,16174877,247
"Dell Camera",SKU-001766,25507997,208
"Apple Monitor",SKU-001767,45137875,248
"HP Monitor",SKU-001768,2615737,48
"Sony Laptop",SKU-001769,15394117,994
"Sony Monitor",SKU-001770,31712679,14
"Apple Laptop",SKU-001771,14632458,724
"HP Laptop",SKU-001772,25025398,462
"Dell Monitor",SKU-001773,32658417,269
"HP Smartphone",SKU-001774,33981034,278
"Sony Camera",SKU-001775,30892245,877
"Samsung Smartphone",SKU-001776,6397496,617
"HP Smartphone",SKU-001777,32604763,438
"Dell Laptop",SKU-001778,48525180,308
"HP Monitor",SKU-001779,22079675,423
"Apple Monitor",SKU-001780,19239430,981
"Apple Camera",SKU-001781,43060441,457
"Dell Camera",SKU-001782,38289644,153
"Apple Smartphone",SKU-001783,16175733,585
"Samsung Monitor",SKU-001784,38882250,304
"Apple Smartphone",SKU-001785,45601547,195
"Sony Camera",SKU-001786,24938748,600
"Apple Tablet",SKU-001787,3195600,752
"Sony Smartphone",SKU-001788,10523738,874
"HP Tablet",SKU-001789,11410580,153
"Apple Smartphone",SKU-001790,5823090,240
"HP Monitor",SKU-001791,16826242,107
"Dell Monitor",SKU-001792,41483697,383
"Dell Tablet",SKU-001793,16247585,801
"HP Smartphone",SKU-001794,35958224,587
"HP Camera",SKU-001795,41926890,509
"Sony Laptop",SKU-001796,6634905,587
"HP Laptop",SKU-001797,36226416,911
"Sony Tablet",SKU-001798,2859217,540
"HP Smartphone",SKU-001799,20491941,192
"Samsung Laptop",SKU-001800,38322697,888
"Apple Monitor",SKU-001801,40843964,294
"Samsung Camera",SKU-001802,31920067,166
"HP Tablet",SKU-001803,16665459,785
"Apple Smartphone",SKU-001804,40421816,18
"HP Laptop",SKU-001805,34750870,794
"Apple Smartphone",SKU-001806,46492928,197
"Dell Monitor",SKU-001807,44572016,351
"Samsung Tablet",SKU-001808,11472338,377
"Samsung Smartphone",SKU-001809,40917861,949
"Sony Smartphone",SKU-001810,14174283,499
"HP Monitor",SKU-001811,46690322,946
"Apple Tablet",SKU-001812,41530801,288
"Sony Camera",SKU-001813,41187952,85
"HP Laptop",SKU-001814,3072684,697
"HP Smartphone",SKU-001815,30137917,894
"Dell Smartphone",SKU-001816,1888670,714
"HP Tablet",SKU-001817,36107838,28
"Sony Tablet",SKU-001818,26655725,578
"Sony Laptop",SKU-001819,29888568,792
"Samsung Monitor",SKU-001820,44270110,497
"Samsung Camera",SKU-001821,41505462,85
"HP Tablet",SKU-001822,40899601,717
"Sony Camera",SKU-001823,14279027,874
"HP Smartphone",SKU-001824,36776821,631
"Dell Smartphone",SKU-001825,48135686,173
"Samsung Tablet",SKU-001826,30750227,235
"HP Laptop",SKU-001827,8396173,761
"HP Camera",SKU-001828,37546254,818
"Dell Laptop",SKU-001829,47007681,822
"HP Monitor",SKU-001830,49767485,482
"Dell Smartphone",SKU-001831,21083983,733
"Samsung Monitor",SKU-001832,4309431,472
"Samsung Smartphone",SKU-001833,15081831,725
"Sony Smartphone",SKU-001834,8945106,917
"Samsung Laptop",SKU-001835,36669779,297
"Sony Smartphone",SKU-001836,31743130,825
"Dell Camera",SKU-001837,10802893,524
"HP Tablet",SKU-001838,14771865,329
"Apple Monitor",SKU-001839,21023960,213
"Apple Monitor",SKU-001840,21577786,392
"Dell Laptop",SKU-001841,32748772,650
"HP Camera",SKU-001842,37784305,895
"Sony Monitor",SKU-001843,32161963,211
"Apple Monitor",SKU-001844,32187946,409
"HP Smartphone",SKU-001845,12265735,494
"Apple Laptop",SKU-001846,38928241,183
"Samsung Monitor",SKU-001847,47299460,149
"Sony Camera",SKU-001848,24695397,649
"Samsung Laptop",SKU-001849,34548998,501
"Sony Smartphone",SKU-001850,8358992,290
"Samsung Laptop",SKU-001851,48504114,233
"Dell Monitor",SKU-001852,17580651,95
"HP Tablet",SKU-001853,17644151,375
"HP Laptop",SKU-001854,43549745,382
"Dell Smartphone",SKU-001855,27337898,902
"Dell Smartphone",SKU-001856,8675664,469
"Sony Laptop",SKU-001857,1368988,326
"HP Smartphone",SKU-001858,45570371,464
"Sony Tablet",SKU-001859,34948867,671
"Samsung Tablet",SKU-001860,9398650,651
"HP Tablet",SKU-001861,30140595,126
"HP Tablet",SKU-001862,47402445,896
"Sony Laptop",SKU-001863,17314678,310
"Apple Monitor",SKU-001864,35028187,637
"Sony Tablet",SKU-001865,41497590,525
"Sony Laptop",SKU-001866,31734028,197
"HP Tablet",SKU-001867,1647398,736
"Samsung Camera",SKU-001868,5250725,207
"HP Tablet",SKU-001869,26971789,194
"Apple Tablet",SKU-001870,45613640,829
"Dell Tablet",SKU-001871,7072604,441
"Samsung Tablet",SKU-001872,27937811,177
"Apple Smartphone",SKU-001873,19807779,163
"Apple Smartphone",SKU-001874,6113105,416
"Sony Smartphone",SKU-001875,48820075,112
"HP Camera",SKU-001876,22709741,881
"Dell Laptop",SKU-001877,8030397,541
"HP Tablet",SKU-001878,16400557,337
"Apple Laptop",SKU-001879,40062075,387
"HP Laptop",SKU-001880,24251562,602
"Dell Smartphone",SKU-001881,48194687,858
"Dell Camera",SKU-001882,37768336,420
"HP Tablet",SKU-001883,37644427,537
"HP Tablet",SKU-001884,2351343,68
"Sony Smartphone",SKU-001885,30233856,392
"Apple Laptop",SKU-001886,23375054,400
