name,sku,price,stock
"Apple Camera",SKU-000636,27239992,246
"Samsung Monitor",SKU-000637,3643885,478
"HP Tablet",SKU-000638,41957648,56
"Samsung Laptop",SKU-000639,46774534,894
"Dell Tablet",SKU-000640,18809424,357
"Dell Laptop",SKU-000641,31209907,516
"Dell Camera",SKU-000642,24241448,384
"Sony Tablet",SKU-000643,12442411,88
"HP Tablet",SKU-000644,5896972,431
"Sony Tablet",SKU-000645,18076763,412
"HP Laptop",SKU-000646,46919117,208
"Apple Monitor",SKU-000647,37966394,458
"Sony Tablet",SKU-000648,43614723,131
"HP Smartphone",SKU-000649,14276494,967
"Sony Laptop",SKU-000650,4000408,577
"Dell Smartphone",SKU-000651,42648586,633
"Sony Laptop",SKU-000652,9916474,900
"Samsung Smartphone",SKU-000653,13609029,598
"HP Smartphone",SKU-000654,31339815,749
"Samsung Laptop",SKU-000655,17578902,590
"Apple Camera",SKU-000656,34866924,614
"Sony Laptop",SKU-000657,27788050,75
"Sony Tablet",SKU-000658,45660083,610
"HP Tablet",SKU-000659,46772288,886
"Sony Laptop",SKU-000660,21126471,382
"Sony Camera",SKU-000661,2124607,776
"Apple Laptop",SKU-000662,15105167,55
"HP Laptop",SKU-000663,7740422,133
"Dell Tablet",SKU-000664,23472305,103
"Samsung Camera",SKU-000665,19927067,727
"Apple Tablet",SKU-000666,30081553,562
"Samsung Laptop",SKU-000667,14599514,781
"HP Tablet",SKU-000668,9854226,105
"Samsung Camera",SKU-000669,4102270,282
"Samsung Monitor",SKU-000670,12511583,613
"Apple Monitor",SKU-000671,15962624,893
"HP Monitor",SKU-000672,39682208,144
"Sony Monitor",SKU-000673,43572362,275
"Sony Tablet",SKU-000674,30787616,647
"Dell Laptop",SKU-000675,49547129,925
"Dell Monitor",SKU-000676,45717682,60
"Dell Tablet",SKU-000677,14160065,14
"Sony Tablet",SKU-000678,11127150,555
"Dell Smartphone",SKU-000679,42251750,671
"HP Smartphone",SKU-000680,14254764,699
"Samsung Monitor",SKU-000681,22792539,17
"Dell Tablet",SKU-000682,28124111,637
"HP Laptop",SKU-000683,48017210,969
"HP Camera",SKU-000684,48450085,947
"Samsung Monitor",SKU-000685,25268985,607
"Apple Monitor",SKU-000686,4588637,439
"Dell Laptop",SKU-000687,12668584,386
"HP Smartphone",SKU-000688,41982396,433
"HP Laptop",SKU-000689,23149239,494
"Samsung Monitor",SKU-000690,4712397,517
"HP Tablet",SKU-000691,45237212,282
"Sony Laptop",SKU-000692,13696417,777
"Sony Camera",SKU-000693,42015762,807
"Samsung Monitor",SKU-000694,42242324,918
"Apple Smartphone",SKU-000695,35545939,44
"Dell Camera",SKU-000696,38368439,350
"Dell Laptop",SKU-000697,24854277,732
"Samsung Monitor",SKU-000698,12074025,290
"Dell Camera",SKU-000699,19690005,392
"Sony Tablet",SKU-000700,42984491,365
"HP Tablet",SKU-000701,15257862,541
"Apple Tablet",SKU-000702,45277151,851
"HP Monitor",SKU-000703,49618018,180
"Dell Monitor",SKU-000704,48657862,913
"HP Laptop",SKU-000705,49776224,391
"Dell Smartphone",SKU-000706,25235232,292
"Sony Tablet",SKU-000707,43705976,276
"Samsung Tablet",SKU-000708,39805974,252
"HP Tablet",SKU-000709,19726746,950
"HP Smartphone",SKU-000710,30816873,248
"Apple Monitor",SKU-000711,20220574,63
"Dell Laptop",SKU-000712,49231928,1
"Dell Smartphone",SKU-000713,25478616,727
"HP Tablet",SKU-000714,19267458,526
"Dell Monitor",SKU-000715,24985931,458
"Apple Laptop",SKU-000716,15634280,992
"Samsung Tablet",SKU-000717,17916495,806
"Samsung Tablet",SKU-000718,45131546,495
"Samsung Tablet",SKU-000719,35754439,755
"HP Smartphone",SKU-000720,14120300,302
"Dell Smartphone",SKU-000721,36354978,15
"Sony Smartphone",SKU-000722,17093567,687
"Dell Camera",SKU-000723,49157946,233
"Dell Camera",SKU-000724,26056034,133
"Samsung Camera",SKU-000725,42330363,196
"Apple Laptop",SKU-000726,44515128,36
"Samsung Camera",SKU-000727,11529722,654
"Samsung Camera",SKU-000728,14030513,898
"Dell Smartphone",SKU-000729,18319101,554
"Dell Camera",SKU-000730,34971905,826
"Samsung Laptop",SKU-000731,23761298,422
"Dell Laptop",SKU-000732,26414942,839
"HP Monitor",SKU-000733,36841465,838
"Sony Camera",SKU-000734,13994617,435
"Sony Smartphone",SKU-000735,40990188,975
"Apple Monitor",SKU-000736,41245088,561
"HP Monitor",SKU-000737,49615892,491
"Sony Tablet",SKU-000738,16057490,258
"Samsung Laptop",SKU-000739,43914603,476
"Apple Camera",SKU-000740,4851885,9
"Sony Camera",SKU-000741,38856762,475
"Apple Laptop",SKU-000742,6522676,965
"HP Laptop",SKU-000743,43455625,723
"Dell Monitor",SKU-000744,16801043,457
"HP Camera",SKU-000745,40448019,964
"Apple Tablet",SKU-000746,6258847,91
"Samsung Laptop",SKU-000747,3045331,481
"HP Camera",SKU-000748,26181513,353
"Apple Camera",SKU-000749,29907489,328
"Dell Smartphone",SKU-000750,41919965,577
"Samsung Camera",SKU-000751,12662303,90
"Sony Monitor",SKU-000752,47827679,79
"Apple Smartphone",SKU-000753,2001749,734
"HP Smartphone",SKU-000754,20233230,988
"Sony Laptop",SKU-000755,10211397,537
"Dell Smartphone",SKU-000756,17043031,125
"Apple Smartphone",SKU-000757,49345051,902
"Dell Laptop",SKU-000758,44021437,346
"Dell Smartphone",SKU-000759,9045446,693
"Samsung Smartphone",SKU-000760,45857899,478
"Apple Monitor",SKU-000761,44615384,698
"Apple Smartphone",SKU-000762,8623122,718
"Apple Monitor",SKU-000763,35462234,715
"Samsung Smartphone",SKU-000764,24426544,456
"Sony Monitor",SKU-000765,39382327,923
"Apple Laptop",SKU-000766,28040796,124
"Samsung Smartphone",SKU-000767,45598580,196
"HP Monitor",SKU-000768,46129899,860
"Samsung Camera",SKU-000769,4672076,935
"HP Smartphone",SKU-000770,38164568,310
"Apple Monitor",SKU-000771,36164241,280
"Dell Camera",SKU-000772,17332029,935
"HP Monitor",SKU-000773,23145008,375
"Samsung Monitor",SKU-000774,21276360,915
"Sony Tablet",SKU-000775,46761567,908
"Samsung Smartphone",SKU-000776,49230772,463
"Samsung Camera",SKU-000777,2245643,974
"Samsung Laptop",SKU-000778,6164891,737
"Sony Monitor",SKU-000779,26443390,608
"Samsung Monitor",SKU-000780,3011457,198
"HP Smartphone",SKU-000781,19703837,531
"Dell Monitor",SKU-000782,46621537,641
"Samsung Tablet",SKU-000783,21156484,736
"Sony Monitor",SKU-000784,33972487,378
"Apple Tablet",SKU-000785,13224469,780
"HP Smartphone",SKU-000786,48520622,559
"Apple Smartphone",SKU-000787,43609677,39
"Sony Laptop",SKU-000788,17684078,672
"Apple Laptop",SKU-000789,3680742,601
"Dell Camera",SKU-000790,12016324,477
"Apple Monitor",SKU-000791,26259961,811
"Dell Monitor",SKU-000792,12522480,805
"Dell Laptop",SKU-000793,28990729,247
"Apple Tablet",SKU-000794,7160892,507
"Samsung Smartphone",SKU-000795,16202315,230
"Sony Laptop",SKU-000796,21665997,865
"Samsung Monitor",SKU-000797,13067597,680
"Apple Laptop",SKU-000798,44477938,924
"Dell Camera",SKU-000799,44271368,493
"Dell Camera",SKU-000800,23132715,896
"Samsung Camera",SKU-000801,22895352,654
"Sony Camera",SKU-000802,28478896,910
"Samsung Camera",SKU-000803,22448467,591
"Samsung Monitor",SKU-000804,23777062,239
"HP Camera",SKU-000805,27234787,394
"Samsung Camera",SKU-000806,6276527,746
"Apple Tablet",SKU-000807,12949888,979
"HP Laptop",SKU-000808,7497392,394
"Sony Camera",SKU-000809,49815291,4
"Samsung Tablet",SKU-000810,45169867,900
"Sony Monitor",SKU-000811,31645102,817
"Sony Smartphone",SKU-000812,12017605,764
"Sony Camera",SKU-000813,34923639,64
"HP Laptop",SKU-000814,3300775,686
"Sony Camera",SKU-000815,41457820,973
"HP Smartphone",SKU-000816,47475184,269
"Apple Smartphone",SKU-000817,18342520,404
"Dell Monitor",SKU-000818,5031546,350
"HP Tablet",SKU-000819,48025748,914
"Apple Smartphone",SKU-000820,17317004,771
"Sony Tablet",SKU-000821,13809963,952
"Samsung Tablet",SKU-000822,46545197,149
"HP Monitor",SKU-000823,37997798,34
"HP Camera",SKU-000824,40116233,292
"Dell Camera",SKU-000825,34746650,538
"Sony Tablet",SKU-000826,7853187,184
"Sony Monitor",SKU-000827,46815490,45
"HP Monitor",SKU-000828,47048124,949
"Sony Smartphone",SKU-000829,23841643,895
"Sony Monitor",SKU-000830,12250481,933
"Sony Laptop",SKU-000831,6502058,670
"Apple Monitor",SKU-000832,20035902,905
"HP Laptop",SKU-000833,3244608,370
"Dell Tablet",SKU-000834,37209075,20
"Samsung Smartphone",SKU-000835,49411797,466
"Samsung Monitor",SKU-000836,22998585,645
"HP Camera",SKU-000837,40883549,779
"Sony Monitor",SKU-000838,2249360,161
"Apple Smartphone",SKU-000839,31703732,347
"Sony Camera",SKU-000840,47897909,584
"HP Smartphone",SKU-000841,19423249,247
"HP Laptop",SKU-000842,19574274,352
"Dell Tablet",SKU-000843,32165610,360
"Samsung Camera",SKU-000844,36803082,398
"HP Laptop",SKU-000845,35120434,534
"HP Tablet",SKU-000846,47485868,120
"Samsung Camera",SKU-000847,36548984,961
"HP Laptop",SKU-000848,43512013,999
"Sony Monitor",SKU-000849,40099695,770
"HP Monitor",SKU-000850,3483382,298
"Apple Smartphone",SKU-000851,15477829,5
"Dell Camera",SKU-000852,33886035,618
"Dell Smartphone",SKU-000853,15458404,819
"HP Tablet",SKU-000854,36991183,689
"Sony Laptop",SKU-000855,19167524,512
"Samsung Tablet",SKU-000856,11031919,752
"HP Monitor",SKU-000857,28985235,76
"Sony Laptop",SKU-000858,32027072,400
"Dell Monitor",SKU-000859,22325537,104
"Apple Laptop",SKU-000860,23148302,556
"HP Smartphone",SKU-000861,15211138,81
"Samsung Tablet",SKU-000862,40976823,952
"Dell Tablet",SKU-000863,44721781,927
"HP Smartphone",SKU-000864,43200573,614
"Dell Monitor",SKU-000865,1040042,316
"Apple Camera",SKU-000866,42637081,172
"Sony Laptop",SKU-000867,39916757,197
"Dell Laptop",SKU-000868,26260237,123
"Dell Monitor",SKU-000869,7253495,372
"Dell Camera",SKU-000870,13111654,2
"Sony Smartphone",SKU-000871,30256005,237
"HP Tablet",SKU-000872,35941979,493
"Dell Monitor",SKU-000873,9414483,176
"Sony Tablet",SKU-000874,37006460,774
"Sony Camera",SKU-000875,25668552,389
"Dell Smartphone",SKU-000876,45419228,987
"Dell Monitor",SKU-000877,30678253,51
"Dell Smartphone",SKU-000878,22069841,647
"Dell Camera",SKU-000879,43348085,642
"Apple Camera",SKU-000880,1022050,624
"Samsung Smartphone",SKU-000881,35854344,555
"Dell Laptop",SKU-000882,10231107,940
"HP Camera",SKU-000883,18016167,338
"Apple Camera",SKU-000884,14918235,99
"Apple Laptop",SKU-000885,4304189,93
"Dell Monitor",SKU-000886,19789157,735
"Dell Camera",SKU-000887,3091679,705
"Apple Tablet",SKU-000888,17908239,556
"Sony Monitor",SKU-000889,48588458,680
"Apple Laptop",SKU-000890,15298018,579
"Apple Camera",SKU-000891,38075507,366
"Sony Camera",SKU-000892,29785409,217
"Apple Laptop",SKU-000893,7895404,28
"Dell Camera",SKU-000894,22026411,968
"Sony Monitor",SKU-000895,44897916,712
"Sony Monitor",SKU-000896,47645444,141
"HP Monitor",SKU-000897,6184296,619
"Apple Smartphone",SKU-000898,32891177,524
"Sony Tablet",SKU-000899,33682828,698
"Dell Laptop",SKU-000900,3772865,464
"Sony Tablet",SKU-000901,2959651,312
"HP Camera",SKU-000902,45808185,500
"HP Camera",SKU-000903,34224128,711
"Samsung Camera",SKU-000904,32316747,115
"Dell Camera",SKU-000905,11133030,243
"HP Camera",SKU-000906,43793929,5
"Sony Tablet",SKU-000907,20378069,628
"HP Laptop",SKU-000908,9145146,75
"HP Camera",SKU-000909,33451038,828
"Samsung Laptop",SKU-000910,23591199,797
"HP Monitor",SKU-000911,21775157,903
"Apple Laptop",SKU-000912,17778676,137
"HP Camera",SKU-000913,19787019,780
"Sony Camera",SKU-000914,21649991,34
"Apple Tablet",SKU-000915,14418349,994
"Dell Monitor",SKU-000916,6127980,996
"Apple Smartphone",SKU-000917,29986016,320
"Apple Camera",SKU-000918,7697784,203
"Samsung Camera",SKU-000919,49972456,825
"Apple Tablet",SKU-000920,44038979,269
"Apple Monitor",SKU-000921,1275412,694
"Samsung Monitor",SKU-000922,33173437,781
"HP Laptop",SKU-000923,12207833,405
"Samsung Smartphone",SKU-000924,23864316,586
"Dell Laptop",SKU-000925,5481531,385
"Sony Camera",SKU-000926,15436000,516
"Sony Laptop",SKU-000927,35287797,47
"HP Camera",SKU-000928,30926764,77
"Samsung Smartphone",SKU-000929,39033343,980
"Dell Camera",SKU-000930,31223779,364
"Dell Camera",SKU-000931,29584268,373
"HP Laptop",SKU-000932,38454913,919
"Apple Laptop",SKU-000933,12225990,182
"Dell Monitor",SKU-000934,10357014,458
"Sony Smartphone",SKU-000935,4444832,620
"HP Camera",SKU-000936,6433145,651
"Sony Smartphone",SKU-000937,17620806,169
"Apple Laptop",SKU-000938,1121483,943
"Dell Monitor",SKU-000939,1956624,908
"Samsung Tablet",SKU-000940,24301944,485
"Dell Camera",SKU-000941,29001438,70
"Sony Camera",SKU-000942,35570980,713
"HP Camera",SKU-000943,44363488,565
"Dell Laptop",SKU-000944,35128788,525
"Apple Tablet",SKU-000945,39507980,875
"Dell Laptop",SKU-000946,44894252,429
"Dell Monitor",SKU-000947,22918853,806
"Samsung Laptop",SKU-000948,3936569,359
"Dell Laptop",SKU-000949,32603869,726
"HP Monitor",SKU-000950,28526901,619
"Sony Smartphone",SKU-000951,17163059,573
"Samsung Monitor",SKU-000952,34767919,55
"HP Camera",SKU-000953,4497419,148
"Sony Laptop",SKU-000954,37930415,545
"Samsung Tablet",SKU-000955,31092382,30
"Samsung Laptop",SKU-000956,40435263,74
"Sony Tablet",SKU-000957,34615411,654
"HP Tablet",SKU-000958,27692797,643
"HP Smartphone",SKU-000959,8768589,59
"Sony Tablet",SKU-000960,12585767,668
"Apple Camera",SKU-000961,42768980,620
"Apple Monitor",SKU-000962,41680809,124
"Samsung Camera",SKU-000963,34679590,462
"Dell Laptop",SKU-000964,14458373,476
"Sony Smartphone",SKU-000965,31885043,225
"HP Smartphone",SKU-000966,48199710,622
"Dell Laptop",SKU-000967,18804902,302
"Sony Camera",SKU-000968,48346938,134
"Sony Laptop",SKU-000969,23027727,125
"Dell Smartphone",SKU-000970,45742681,929
"Dell Smartphone",SKU-000971,44541383,565
"HP Laptop",SKU-000972,49475171,824
"Sony Smartphone",SKU-000973,11491803,677
"Apple Smartphone",SKU-000974,4114230,951
"Dell Monitor",SKU-000975,31608520,350
"HP Tablet",SKU-000976,12204510,121
"HP Smartphone",SKU-000977,27425295,392
"HP Camera",SKU-000978,24062256,772
"Samsung Monitor",SKU-000979,46853581,870
"Samsung Camera",SKU-000980,16933228,352
"Apple Camera",SKU-000981,28077505,773
"Apple Camera",SKU-000982,16973763,510
"Samsung Monitor",SKU-000983,38323986,570
"HP Monitor",SKU-000984,17675288,755
"HP Smartphone",SKU-000985,11633729,467
"Dell Laptop",SKU-000986,39645426,312
"Samsung Monitor",SKU-000987,16065203,246
"Dell Smartphone",SKU-000988,1447926,229
"Apple Camera",SKU-000989,27436880,354
"Samsung Monitor",SKU-000990,41603782,599
"Samsung Monitor",SKU-000991,38509257,55
"Sony Laptop",SKU-000992,31304274,152
"Apple Camera",SKU-000993,23409098,169
"Dell Monitor",SKU-000994,39406321,359
"Sony Tablet",SKU-000995,47137468,120
"Dell Camera",SKU-000996,30080480,726
"Sony Camera",SKU-000997,24979468,626
"Samsung Tablet",SKU-000998,5004274,374
"Apple Monitor",SKU-000999,40036634,461
"Samsung Tablet",SKU-001000,36294104,106
